analyte_id,U_statistic,p_value,q_value,significant,median_group1,median_group2,fold_change,n_group1,n_group2,excluded
A1BG,,,,False,0.0865088182724525,,,57,0,True
AAMDC,,,,False,0.099217845686571,,,57,0,True
AARSD1,,,,False,0.3500138680693115,,,57,0,True
ABCA2,,,,False,0.1515158626211947,,,57,0,True
ABHD14B,,,,False,0.22059396162252,,,57,0,True
ABL1,,,,False,0.1910307639656453,,,57,0,True
ABO,,,,False,-0.2282849204963212,,,57,0,True
ABRAXAS2,,,,False,0.1465435213357775,,,57,0,True
ACAA1,,,,False,-0.3515032974658107,,,57,0,True
ACADM,,,,False,-0.0319834054375564,,,57,0,True
ACADSB,,,,False,0.0507225158339745,,,57,0,True
ACAN,,,,False,0.0291065104664523,,,57,0,True
ACE,,,,False,-0.0160825729394151,,,57,0,True
ACE2,,,,False,0.2055727825827231,,,57,0,True
ACHE,,,,False,0.1608898499579979,,,57,0,True
ACOT13,,,,False,-0.0278991599974814,,,57,0,True
ACOX1,,,,False,-0.1163868549672921,,,57,0,True
ACP1,,,,False,0.1778643987792863,,,57,0,True
ACP5,,,,False,-0.2227166626729813,,,57,0,True
ACP6,,,,False,0.0034617540682254,,,57,0,True
ACRBP,,,,False,0.102593955569567,,,57,0,True
ACRV1,,,,False,0.2100593488848525,,,57,0,True
ACTA2,,,,False,0.8688864417422076,,,57,0,True
ACTN2,,,,False,0.6941151049436961,,,57,0,True
ACTN4,,,,False,0.2454421847606807,,,57,0,True
ACVRL1,,,,False,0.3227885305609159,,,57,0,True
ACY1,,,,False,0.2316587509257655,,,57,0,True
ACY3,,,,False,0.1350727262885726,,,57,0,True
ACYP1,,,,False,0.0920661607215436,,,57,0,True
ADA,,,,False,0.096033377478096,,,57,0,True
ADA2,,,,False,0.0220164771628176,,,57,0,True
ADAM12,,,,False,-0.0697496022411486,,,57,0,True
ADAM15,,,,False,0.0827087088302849,,,57,0,True
ADAM22,,,,False,-0.1090720556374886,,,57,0,True
ADAM23,,,,False,-0.1242462392106686,,,57,0,True
ADAM8,,,,False,-0.3569012762308566,,,57,0,True
ADAM9,,,,False,0.1698452996946984,,,57,0,True
ADAMTS1,,,,False,0.1300599405288224,,,57,0,True
ADAMTS13,,,,False,-0.1683809513784592,,,57,0,True
ADAMTS15,,,,False,0.1798231543547625,,,57,0,True
ADAMTS4,,,,False,0.3237888898354009,,,57,0,True
ADAMTS8,,,,False,0.1267500591537538,,,57,0,True
ADAMTSL2,,,,False,0.2962253313964285,,,57,0,True
ADAMTSL4,,,,False,0.4939278694206194,,,57,0,True
ADAMTSL5,,,,False,0.3876937979107945,,,57,0,True
ADCYAP1R1,,,,False,-0.133654518105302,,,57,0,True
ADD1,,,,False,0.1007570348845779,,,57,0,True
ADGRB3,,,,False,-0.0266674272433044,,,57,0,True
ADGRD1,,,,False,0.5513955206471902,,,57,0,True
ADGRE1,,,,False,0.0095291527372359,,,57,0,True
ADGRE2,,,,False,0.3577990320754312,,,57,0,True
ADGRE5,,,,False,0.361432407626339,,,57,0,True
ADGRF5,,,,False,0.4472404970449731,,,57,0,True
ADGRG1,,,,False,0.2246839161919955,,,57,0,True
ADGRG2,,,,False,0.3855978447757984,,,57,0,True
ADGRV1,,,,False,-0.089633481700531,,,57,0,True
ADH1B,,,,False,0.0419397917479619,,,57,0,True
ADH4,,,,False,-0.1245713076618901,,,57,0,True
ADM,,,,False,0.2025607279729557,,,57,0,True
ADRA2A,,,,False,-0.1883416105777722,,,57,0,True
AFAP1,,,,False,-0.1366312452342552,,,57,0,True
AFM,,,,False,0.3204896465032413,,,57,0,True
AFP,,,,False,0.0934338544668478,,,57,0,True
AGER,,,,False,-0.0654518719526978,,,57,0,True
AGR2,,,,False,0.1164795144279987,,,57,0,True
AGR3,,,,False,0.3560513125059237,,,57,0,True
AGRN,,,,False,0.2073732041490415,,,57,0,True
AGRP,,,,False,0.174504162886209,,,57,0,True
AGT,,,,False,-0.1174801466144108,,,57,0,True
AGXT,,,,False,0.3977694521679461,,,57,0,True
AHCY,,,,False,0.6732776926762623,,,57,0,True
AHNAK,,,,False,0.0781891421152248,,,57,0,True
AHNAK2,,,,False,0.0787752763336164,,,57,0,True
AHSA1,,,,False,0.0372013837724345,,,57,0,True
AHSG,,,,False,-0.056035184683153,,,57,0,True
AHSP,,,,False,0.3174679409784067,,,57,0,True
AIDA,,,,False,0.1931404714591994,,,57,0,True
AIF1,,,,False,0.0293358722276912,,,57,0,True
AIF1L,,,,False,0.2031882075039677,,,57,0,True
AIFM1,,,,False,0.1608446048064627,,,57,0,True
AK1,,,,False,0.5558275323978383,,,57,0,True
AK2,,,,False,-0.0805936755110263,,,57,0,True
AKAP12,,,,False,0.0242638231157336,,,57,0,True
AKR1B1,,,,False,0.1452436738899327,,,57,0,True
AKR1B10,,,,False,0.0759854379003198,,,57,0,True
AKR1C4,,,,False,-0.1214923785729784,,,57,0,True
AKR7L,,,,False,0.2075354763169312,,,57,0,True
AKT1S1,,,,False,0.2586260126589516,,,57,0,True
AKT2,,,,False,-0.0742172025978574,,,57,0,True
AKT3,,,,False,0.277047221561949,,,57,0,True
ALCAM,,,,False,-0.0533455426457533,,,57,0,True
ALDH1A1,,,,False,0.2496093559385184,,,57,0,True
ALDH2,,,,False,0.0151600864126465,,,57,0,True
ALDH3A1,,,,False,-0.0284664377760635,,,57,0,True
ALDH5A1,,,,False,-0.0204160245133597,,,57,0,True
ALMS1,,,,False,-0.020702352810331,,,57,0,True
ALPI,,,,False,0.628300766815344,,,57,0,True
ALPP,,,,False,0.340398789328438,,,57,0,True
AMBN,,,,False,0.5400033339011773,,,57,0,True
AMBP,,,,False,-0.0219407384313336,,,57,0,True
AMDHD2,,,,False,0.0646583774309596,,,57,0,True
AMFR,,,,False,0.0374240419996227,,,57,0,True
AMIGO1,,,,False,0.0869457460420595,,,57,0,True
AMIGO2,,,,False,-0.0099846855377135,,,57,0,True
AMN,,,,False,0.0182622788244341,,,57,0,True
AMOT,,,,False,0.1974948358637417,,,57,0,True
AMOTL2,,,,False,0.1706768964772901,,,57,0,True
AMPD3,,,,False,0.5426481219392505,,,57,0,True
AMY1A_AMY1B_AMY1C,,,,False,0.0092382269647052,,,57,0,True
AMY2A,,,,False,0.1428456062906492,,,57,0,True
AMY2B,,,,False,0.0770553828797245,,,57,0,True
ANG,,,,False,0.2146725715496994,,,57,0,True
ANGPT1,,,,False,-0.0722417220834251,,,57,0,True
ANGPT2,,,,False,-1.0961465319673565,,,57,0,True
ANGPTL1,,,,False,0.4516033190404979,,,57,0,True
ANGPTL2,,,,False,0.2676504892390266,,,57,0,True
ANGPTL3,,,,False,0.035563838018294,,,57,0,True
ANGPTL4,,,,False,0.4980481163135367,,,57,0,True
ANK2,,,,False,-0.2481073292125199,,,57,0,True
ANKMY2,,,,False,-0.1632487159980301,,,57,0,True
ANKRA2,,,,False,-0.1319340915028214,,,57,0,True
ANKRD54,,,,False,0.198412761176913,,,57,0,True
ANP32C,,,,False,0.0599838283024996,,,57,0,True
ANPEP,,,,False,0.0033700167900352,,,57,0,True
ANXA1,,,,False,0.2632274166785669,,,57,0,True
ANXA10,,,,False,0.0345821714039939,,,57,0,True
ANXA11,,,,False,0.1766661919311091,,,57,0,True
ANXA2,,,,False,0.311122942184193,,,57,0,True
ANXA3,,,,False,0.1340468767712577,,,57,0,True
ANXA4,,,,False,0.1591250254744283,,,57,0,True
ANXA5,,,,False,-0.0413880684659846,,,57,0,True
AOC1,,,,False,0.4276758486481037,,,57,0,True
AOC3,,,,False,-0.1685005564873878,,,57,0,True
AP1G2,,,,False,0.0563422935555936,,,57,0,True
AP2B1,,,,False,0.3408552451576754,,,57,0,True
AP3B1,,,,False,0.0797648816213064,,,57,0,True
AP3S2,,,,False,0.1402082823042676,,,57,0,True
APBB1IP,,,,False,0.2047940485841974,,,57,0,True
APCS,,,,False,0.1979671059536059,,,57,0,True
APEX1,,,,False,0.2317930800906509,,,57,0,True
APLP1,,,,False,-0.0804577511414131,,,57,0,True
APOA1,,,,False,-0.0025238107637481,,,57,0,True
APOA2,,,,False,0.3467876063380676,,,57,0,True
APOA4,,,,False,0.0675716277866633,,,57,0,True
APOB,,,,False,0.0126620258832588,,,57,0,True
APOBR,,,,False,0.1558456017518299,,,57,0,True
APOC1,,,,False,0.067320239766446,,,57,0,True
APOD,,,,False,-0.1355108026868606,,,57,0,True
APOE,,,,False,0.1827531981569052,,,57,0,True
APOF,,,,False,-0.0974533360912149,,,57,0,True
APOH,,,,False,0.0047578429268379,,,57,0,True
APOL1,,,,False,0.2320339930162592,,,57,0,True
APOM,,,,False,-0.0061866065428263,,,57,0,True
APP,,,,False,0.0096480954918798,,,57,0,True
