analyte_id,U_statistic,p_value,q_value,significant,median_group1,median_group2,fold_change,n_group1,n_group2,excluded
A1BG,1131.0,0.9503306632629765,,False,0.0865088182724525,0.11754156834660626,0.45795118874693835,57,40,False
AAMDC,869.0,0.047441564108943866,,False,0.099217845686571,0.30271471952309376,1.7133970145006803,57,40,False
AARSD1,1069.0,0.6053981424321733,,False,0.3500138680693115,0.5830500068636618,0.8589938594095714,57,40,False
ABCA2,1083.0,0.6788334255187023,,False,0.1515158626211947,0.2193290852428122,0.5682610121587565,57,40,False
ABHD14B,1129.0,0.9386644115559276,,False,0.22059396162252,0.28717240599566307,0.4147889030882495,57,40,False
ABL1,855.0,0.03707461703065031,,False,0.1910307639656453,0.5344118165173983,1.6630225692318295,57,40,False
ABO,1016.0,0.36543387976816777,,False,-0.2282849204963212,0.006539796921601206,32.081103451549744,57,40,False
ABRAXAS2,882.0,0.05915127071963797,,False,0.1465435213357775,0.5359972723676988,2.073291003430678,57,40,False
ACAA1,1099.0,0.7666155533942234,,False,-0.3515032974658107,-0.27362250289446816,0.0,57,40,False
ACADM,1041.0,0.4703726941828821,,False,-0.0319834054375564,0.29762685431172786,37.73731823632012,57,40,False
ACADSB,841.0,0.02870367954693583,,False,0.0507225158339745,0.742504668732228,4.233406209741695,57,40,False
ACAN,1187.0,0.7332748533445307,,False,0.0291065104664523,-0.0789341166177209,-34.246434186254476,57,40,False
ACE,1153.0,0.9270117118709751,,False,-0.0160825729394151,0.0266712712934543,34.119157349286624,57,40,False
ACE2,1058.5,0.5527771975357766,,False,0.2055727825827231,0.24326495314066954,0.26221370917407505,57,40,False
ACHE,1203.0,0.6469337259951796,,False,0.1608898499579979,0.13272553919324354,-0.29194825699802157,57,40,False
ACOT13,745.0,0.003839442877294527,,False,-0.0278991599974814,0.8353859244186587,39.512677715871895,57,40,False
ACOX1,922.0,0.11095039393603523,,False,-0.1163868549672921,0.15476099271552157,36.72055671994464,57,40,False
ACP1,1193.5,0.6977145930618744,,False,0.1778643987792863,0.2605888200537845,0.5934067540565674,57,40,False
ACP5,1103.0,0.7888472145031046,,False,-0.2227166626729813,-0.09613504309163705,0.0,57,40,False
ACP6,911.0,0.09402280307783373,,False,0.0034617540682254,0.22691298280721028,6.147704146131352,57,40,False
ACRBP,733.0,0.0028918942917877484,,False,0.102593955569567,0.33370292749640024,1.8200838194494688,57,40,False
ACRV1,1200.0,0.6628071280741648,,False,0.2100593488848525,0.0516924564590269,-2.1031517552589154,57,40,False
ACTA2,1080.5,0.665466695858495,,False,0.8688864417422076,0.9702328442717338,0.21518347431757434,57,40,False
ACTN2,1193.0,0.7004277247366516,,False,0.6941151049436961,0.791561607018682,0.24241276560161162,57,40,False
ACTN4,1313.5,0.20486214022552895,,False,0.2454421847606807,0.04940096491079265,-2.4124616650311936,57,40,False
ACVRL1,1225.0,0.5357495334175271,,False,0.3227885305609159,0.2386102855296784,-0.4793861789269652,57,40,False
ACY1,1291.0,0.2700574111535121,,False,0.2316587509257655,0.03877073257245315,-2.6769114728644596,57,40,False
ACY3,1160.0,0.8863658986709435,,False,0.1350727262885726,0.13880018022491863,0.04116625004924551,57,40,False
ACYP1,912.0,0.09547169647726755,,False,0.0920661607215436,0.5329570485898745,2.761671210307494,57,40,False
ADA,1036.0,0.4481570157743128,,False,0.096033377478096,0.15360485838789462,0.7068167918157361,57,40,False
ADA2,1038.0,0.456976723339087,,False,0.0220164771628176,0.08337361235257075,1.9518725216478892,57,40,False
ADAM12,1042.0,0.4749052991226286,,False,-0.0697496022411486,-0.05536028633930545,0.0,57,40,False
ADAM15,920.5,0.10850952848123847,,False,0.0827087088302849,0.16485493176952504,1.03674626595145,57,40,False
ADAM22,955.0,0.176344176686291,,False,-0.1090720556374886,0.046988096555486594,34.94636771642824,57,40,False
ADAM23,964.0,0.19839520135814692,,False,-0.1242462392106686,0.0013143754802253998,29.763621190741844,57,40,False
ADAM8,823.0,0.019901845784532867,,False,-0.3569012762308566,-0.0625199966708941,0.0,57,40,False
ADAM9,1299.0,0.24541665084306674,,False,0.1698452996946984,0.0864926777048855,-1.0158646945020975,57,40,False
ADAMTS1,1081.0,0.6681325480287964,,False,0.1300599405288224,0.17428513132824558,0.4447740795654726,57,40,False
ADAMTS13,1008.0,0.3346239340745518,,False,-0.1683809513784592,-0.1791474193785399,0.0,57,40,False
ADAMTS15,1319.0,0.19083179730615396,,False,0.1798231543547625,0.0496260167123739,-1.9233714647428783,57,40,False
ADAMTS4,1207.0,0.6260176059880551,,False,0.3237888898354009,0.158623288101405,-1.1143316810902377,57,40,False
ADAMTS8,954.0,0.17401170479417194,,False,0.1267500591537538,0.2920094312729531,1.2886561088333681,57,40,False
ADAMTSL2,968.0,0.2088175613088752,,False,0.2962253313964285,0.5140249484482389,0.9091327253837906,57,40,False
ADAMTSL4,1275.0,0.32429406449728926,,False,0.4939278694206194,0.34968213705692475,-0.5738884599686317,57,40,False
ADAMTSL5,998.0,0.29974938321464983,,False,0.3876937979107945,0.4844613777869373,0.3722815028659532,57,40,False
ADCYAP1R1,1341.0,0.14173330278544666,,False,-0.133654518105302,-0.24486249814294814,0.0,57,40,False
ADD1,948.0,0.1605000317138483,,False,0.1007570348845779,0.38067360403500594,2.061521869284855,57,40,False
