Fitbit_Metric,Outcome,N,Model_Family,Link_Function,Extreme_Outliers,Converged,Pseudo_R_Squared,coef_Intercept,coef_C(race)[T.white],coef_C(infant_sex)[T.m],coef_C(smoking)[T.quit],coef_C(smoking)[T.yes],coef_X_Metric,coef_prepregnancy_bmi_self_or_record,coef_parity,p_Intercept,p_C(race)[T.white],p_C(infant_sex)[T.m],p_C(smoking)[T.quit],p_C(smoking)[T.yes],p_X_Metric,p_prepregnancy_bmi_self_or_record,p_parity,coef_maternal_age,p_maternal_age
activities_summary_activitycalories,nicu_days,7028,Gamma,Log,True,True,0.14681969151434537,0.43568513952113397,0.15752469074237951,-0.2592220218034028,-0.04890637328943044,-0.10647036010789482,-1.5700882883937476e-05,-0.006584089334626693,-0.006216435619336775,3.1599454972748933e-17,3.1390861713040988e-18,2.989873739884829e-18,1.7607165976636518e-16,8.793087634919786e-18,0.1502906353049768,9.492193263108259e-13,2.7833358002687092e-05,-0.0004794367053614911,0.25856315184903644
activities_summary_caloriesout,maternal_age,7028,Gamma,Log,False,True,0.11349365025775737,3.5805693801600444,-0.02967608187347001,0.11264494101972984,0.02465368165400328,0.04942671927894086,-6.583863049726306e-05,-0.0008113952502541909,-0.023156536132718942,0.0,1.0669643374783864e-06,6.30085638535972e-117,5.172107058367897e-05,3.4043835573417194e-09,4.190764491630487e-40,0.027842186952521684,2.5868320419279903e-36,,
activities_summary_caloriesout,weight_(kg),7028,Gamma,Log,True,True,0.8353055769713366,3.72680907948481,0.052210339887208405,0.01771200495950336,0.04237977072500575,-0.05133519805784226,5.518544728635924e-05,0.019857806355621472,0.013689735875780464,0.0,5.1383854881966194e-85,1.1293630656521433e-15,8.081842095710365e-31,2.5089711164193722e-22,2.3658093587625807e-112,0.0,2.18160254549023e-48,-0.000248426397837272,0.03500656380106595
activities_summary_caloriesout,prepregnancy_weight_self_or_record,6935,Gamma,Log,True,True,0.9157121127064012,3.467059075442781,0.031864272910968855,0.03523636729913756,0.02851699898107183,-0.013047917062122669,4.7338031302251305e-05,0.02642634196859897,-0.004209738164106349,0.0,2.605474177322602e-73,8.880813729780749e-90,8.949101985761383e-31,0.00030847112623839343,8.12701783975181e-114,0.0,1.4306401172411685e-07,-0.0015304647121891144,1.9555244435578108e-38
activities_summary_caloriesout,prepregnancy_bmi_self_or_record,7028,Gamma,Log,True,True,0.4167050833310476,2.8648122181614224,0.1124473702126191,-0.06761025923535798,0.09772823949313092,-0.014881079759326047,0.00022067705863392542,,0.01085511182866863,0.0,5.544373768040419e-80,2.424459735323152e-32,8.490406298609606e-70,0.28811780009832444,0.0,,4.3160328721136894e-09,-0.0011486427214486982,0.00037877450633570277
activities_summary_caloriesout,gravida,7028,Gamma,Log,False,True,0.17347407383981728,-0.33200606786584136,0.24390405558048958,-0.08950826566759516,0.15323062420934294,0.3950789367381225,-1.3023251421298429e-05,0.008670144549682932,0.009017129149878738,6.236345720859616e-16,2.1244436956115812e-60,6.701455379473207e-13,7.588739818611688e-25,5.0755669775599345e-83,0.2879968106190406,6.188299840512797e-22,0.04770899061514364,0.0212338145948211,5.307236652572231e-138
activities_summary_caloriesout,parity,7028,Gamma,Log,False,True,0.08921620459299562,0.8146323440982279,-0.0797427284965178,0.19157002822464334,0.27772131419173346,0.30058677184125343,-0.00017615923779501673,0.015063531408199363,,4.0580490590319317e-41,0.00042633661671066055,1.869501878953805e-24,3.5527013246614284e-35,2.1459505711347346e-22,2.1154446889955883e-21,2.619651325981341e-28,,-0.0193540639702175,4.063767389318477e-52
activities_summary_caloriesout,gest_age_del,7028,Gamma,Log,False,True,0.15067703832712354,3.7077880203242755,0.029280798994351043,0.020535014106443022,0.01158945111622221,0.03398833559592755,-3.9744517339944285e-06,-0.0015176986124818975,-0.008721366580650695,0.0,2.0214512717590167e-66,3.8627951389282365e-47,9.765272179066621e-12,8.24516172748861e-48,0.004560785330685158,3.545619905796514e-49,5.501215051994071e-63,-0.0014508905879635724,1.6467421497812278e-50
activities_summary_caloriesout,birthweight,7028,Gamma,Log,False,True,0.18206822037359172,7.780650632995422,0.16171913577942723,0.095165254914687,-0.12153550693553011,0.03191300732537751,-1.3109737537906185e-05,0.0062270340474562605,-0.02404479053744795,0.0,7.23852547578584e-122,3.710914383063209e-61,1.407099094964972e-69,0.0007585424441992242,0.02088744675353876,2.0414602573665896e-50,4.0539253206698865e-30,-0.0027532598813002906,2.5131134870589863e-12
activities_summary_caloriesout,apgar_1,7028,Gamma,Log,True,True,0.22269561652955783,2.1305347449544514,0.48557206687160187,-0.21658186629155698,0.08386849855207643,0.15971910653503302,-2.719480442033037e-05,-0.010098586325509327,-0.01563193829365799,0.0,1.3255914732143273e-147,9.913438679193356e-117,2.9134328464088835e-16,4.787227994156559e-56,4.361310302036671e-05,1.7209698025858768e-76,3.321612342805401e-14,-0.0007367451954035762,0.1219378992678032
