,analyte_ID,tissue,datatype,timepoint,control_median,control_MAD
A1BG,A1BG,plasma,PROT,3,0.0842669500930372,0.19331423050075114
AAMDC,AAMDC,plasma,PROT,3,-0.0338561693232923,0.19849913806865005
AARSD1,AARSD1,plasma,PROT,3,-0.0580141904136577,0.4717676552672286
ABCA2,ABCA2,plasma,PROT,3,-0.0153903653675322,0.3740085945585106
ABHD14B,ABHD14B,plasma,PROT,3,-0.1158,0.38939714883886084
ABL1,ABL1,plasma,PROT,3,-0.11429999999999996,0.33571902428876177
ABO,ABO,plasma,PROT,3,-0.15441594910844275,1.347272189084594
ABRAXAS2,ABRAXAS2,plasma,PROT,3,-0.11141445776445755,0.4515153371917554
ACAA1,ACAA1,plasma,PROT,3,0.0439937049811572,0.8684922582764663
ACADM,ACADM,plasma,PROT,3,-0.0011150051682619001,0.5059707095186097
ACADSB,ACADSB,plasma,PROT,3,0.01026325587850415,0.7632400121384442
ACAN,ACAN,plasma,PROT,3,-0.0945,0.2263928166723265
ACE,ACE,plasma,PROT,3,0.0035978866554270995,0.1905840327269066
ACE2,ACE2,plasma,PROT,3,0.1931361339093332,0.48720525204358955
ACHE,ACHE,plasma,PROT,3,-0.2556411224294026,0.26756775929792753
ACOT13,ACOT13,plasma,PROT,3,-0.034617225145974845,0.7647025789598902
ACOX1,ACOX1,plasma,PROT,3,-0.01982622542575265,0.44367712928303066
ACP1,ACP1,plasma,PROT,3,0.0251893511935597,0.3246713170502156
ACP5,ACP5,plasma,PROT,3,-0.2904890639647658,0.3196354739818674
ACP6,ACP6,plasma,PROT,3,0.08520241457860125,0.2917317419309403
ACRBP,ACRBP,plasma,PROT,3,-0.0022570837070584,0.16642822162492615
ACRV1,ACRV1,plasma,PROT,3,-0.03571304434426895,0.25331403279333775
ACTA2,ACTA2,plasma,PROT,3,0.026240805537528798,0.2481694542800536
ACTN2,ACTN2,plasma,PROT,3,-0.028582354590664348,0.39464631341473677
ACTN4,ACTN4,plasma,PROT,3,-0.0002636495560067001,0.13586032869343861
ACVRL1,ACVRL1,plasma,PROT,3,0.13200215670689897,0.19196611869883315
ACY1,ACY1,plasma,PROT,3,0.0967148290065738,0.4846
ACY3,ACY3,plasma,PROT,3,-0.0432252531903415,0.4300833408807824
ACYP1,ACYP1,plasma,PROT,3,-0.19528652349148834,0.4011474286864989
ADA,ADA,plasma,PROT,3,-0.06597089881496855,0.20317169028734408
ADA2,ADA2,plasma,PROT,3,-0.0719709495495583,0.33374028103242603
ADAM12,ADAM12,plasma,PROT,3,0.130904770814501,0.1348327756303246
ADAM15,ADAM15,plasma,PROT,3,0.10832027491279511,0.28529785633591287
ADAM22,ADAM22,plasma,PROT,3,-0.06252265560758005,0.22892029692525204
ADAM23,ADAM23,plasma,PROT,3,-0.09585,0.23174821451932204
ADAM8,ADAM8,plasma,PROT,3,-0.24335561089412075,0.37546089939661265
ADAM9,ADAM9,plasma,PROT,3,-0.01009617017056485,0.2637572887552403
ADAMTS1,ADAMTS1,plasma,PROT,3,-0.0323169274605438,0.28095168021856287
ADAMTS13,ADAMTS13,plasma,PROT,3,-0.16325000242672083,0.3246327722323926
ADAMTS15,ADAMTS15,plasma,PROT,3,-0.2714902777229958,0.38324391076151787
ADAMTS4,ADAMTS4,plasma,PROT,3,-0.0855603349958807,0.354025
ADAMTS8,ADAMTS8,plasma,PROT,3,-0.09088779642814715,0.4404646158012796
ADAMTSL2,ADAMTSL2,plasma,PROT,3,-0.07955027285378075,0.2876980087174641
ADAMTSL4,ADAMTSL4,plasma,PROT,3,0.12800600400832016,0.2929767868038544
ADAMTSL5,ADAMTSL5,plasma,PROT,3,0.1157822673353924,0.3097304332239812
ADCYAP1R1,ADCYAP1R1,plasma,PROT,3,0.0101641872820355,0.1865347251206309
ADD1,ADD1,plasma,PROT,3,-0.24722240853345173,0.41824343847190343
ADGRB3,ADGRB3,plasma,PROT,3,-0.0470470225988698,0.18511520938975604
ADGRD1,ADGRD1,plasma,PROT,3,0.0081690850304518,0.48914419512762275
ADGRE1,ADGRE1,plasma,PROT,3,0.07454181920701125,0.4003217831815393
ADGRE2,ADGRE2,plasma,PROT,3,0.023638579829956798,0.39206109108819526
ADGRE5,ADGRE5,plasma,PROT,3,0.06962499999999999,0.3279381891156644
ADGRF5,ADGRF5,plasma,PROT,3,-0.01111921794007975,0.2907614513414969
ADGRG1,ADGRG1,plasma,PROT,3,0.0383305471638459,0.25932779508418485
ADGRG2,ADGRG2,plasma,PROT,3,-0.077428880597001,0.27497664572290187
ADGRV1,ADGRV1,plasma,PROT,3,0.055504696832268496,1.2878386633373584
ADH1B,ADH1B,plasma,PROT,3,0.2026096002305408,0.7564526656065281
ADH4,ADH4,plasma,PROT,3,0.1788953492880057,0.6562425228143256
ADM,ADM,plasma,PROT,3,0.117886550609112,0.1207866813768472
ADRA2A,ADRA2A,plasma,PROT,3,0.10103373842033744,0.7627214575578617
AFAP1,AFAP1,plasma,PROT,3,0.0658678646703433,0.8845292867922578
AFM,AFM,plasma,PROT,3,0.038819616805951404,0.25674318854310013
AFP,AFP,plasma,PROT,3,0.168043994969648,0.10272988891405829
AGER,AGER,plasma,PROT,3,-0.014322391602802149,0.4069304515453224
AGR2,AGR2,plasma,PROT,3,-0.22029879985391176,0.6593769719238918
AGR3,AGR3,plasma,PROT,3,0.09767487534593189,0.4723829541051009
AGRN,AGRN,plasma,PROT,3,-0.13079629104142582,0.23916743528074008
AGRP,AGRP,plasma,PROT,3,0.0113963103303112,0.32166454325009913
AGT,AGT,plasma,PROT,3,-0.12535742804986544,0.193835823776216
AGXT,AGXT,plasma,PROT,3,0.41803489751220524,0.8990071325637891
AHCY,AHCY,plasma,PROT,3,0.05493190687046155,0.45777660971350376
AHNAK,AHNAK,plasma,PROT,3,-0.0242,0.33234776683206
AHNAK2,AHNAK2,plasma,PROT,3,-0.0057182203013134,0.2504275349863609
AHSA1,AHSA1,plasma,PROT,3,-0.1122353572246173,0.6042143165151113
AHSG,AHSG,plasma,PROT,3,0.05310036533464875,0.20843150150149414
AHSP,AHSP,plasma,PROT,3,-0.2903138052396131,0.6172161820032074
AIDA,AIDA,plasma,PROT,3,-0.38107778179489765,1.0062663423423788
AIF1,AIF1,plasma,PROT,3,-0.30581225418798663,0.7202487996686062
AIF1L,AIF1L,plasma,PROT,3,-0.13871582402321037,0.3280738898722545
AIFM1,AIFM1,plasma,PROT,3,0.06629712957432024,0.8057994406936302
AK1,AK1,plasma,PROT,3,-0.01019742958126655,0.5406769441021296
AK2,AK2,plasma,PROT,3,-0.03377648184768625,0.751617961197991
AKAP12,AKAP12,plasma,PROT,3,-0.0840214597280636,0.18556004333992127
AKR1B1,AKR1B1,plasma,PROT,3,-0.21152637005882335,0.5248438973847414
AKR1B10,AKR1B10,plasma,PROT,3,-0.20765826859859976,0.545951243541048
AKR1C4,AKR1C4,plasma,PROT,3,0.24822321889582738,0.5795980923127647
AKR7L,AKR7L,plasma,PROT,3,0.14277974809662958,0.7780984431772011
AKT1S1,AKT1S1,plasma,PROT,3,-0.087737223746449,0.5624572851739553
AKT2,AKT2,plasma,PROT,3,-0.26239999999999997,0.9803237162938216
AKT3,AKT3,plasma,PROT,3,0.1161143984776057,0.4771255406115029
ALCAM,ALCAM,plasma,PROT,3,0.09726799404470646,0.2685543042869049
