,analyte_ID,tissue,datatype,timepoint,control_median,control_MAD
A1BG,A1BG,plasma,PROT,5,0.1022929367150537,0.21336733211470993
AAMDC,AAMDC,plasma,PROT,5,0.1790152184767142,0.2633692745400369
AARSD1,AARSD1,plasma,PROT,5,0.4389669550110163,0.5929865239392952
ABCA2,ABCA2,plasma,PROT,5,0.1567,0.3166720504264665
ABHD14B,ABHD14B,plasma,PROT,5,0.2855600490838657,0.40978995091613424
ABL1,ABL1,plasma,PROT,5,0.377976168747384,0.473876168747384
ABO,ABO,plasma,PROT,5,-0.3682,1.415463224297793
ABRAXAS2,ABRAXAS2,plasma,PROT,5,0.2898930937869354,0.42537629195891946
ACAA1,ACAA1,plasma,PROT,5,-0.2104,0.8490448358301287
ACADM,ACADM,plasma,PROT,5,0.0872711787685982,0.6035237629645068
ACADSB,ACADSB,plasma,PROT,5,0.3169396730379293,0.7806772842936496
ACAN,ACAN,plasma,PROT,5,-0.0017398424352425,0.2054398424352425
ACE,ACE,plasma,PROT,5,0.0235444271545573,0.2045980990296742
ACE2,ACE2,plasma,PROT,5,0.362578016361866,0.478978016361866
ACHE,ACHE,plasma,PROT,5,0.0959174984084051,0.2511465568257174
ACOT13,ACOT13,plasma,PROT,5,0.5072829020531919,0.9697168910593892
ACOX1,ACOX1,plasma,PROT,5,0.0149,0.48628158726520265
ACP1,ACP1,plasma,PROT,5,0.2319080776816528,0.3869771692546893
ACP5,ACP5,plasma,PROT,5,-0.1417712307622293,0.37287325704220453
ACP6,ACP6,plasma,PROT,5,0.1126807513697566,0.38148116502614526
ACRBP,ACRBP,plasma,PROT,5,0.1475162316090462,0.18328349468052918
ACRV1,ACRV1,plasma,PROT,5,0.1034623268079031,0.2915287003961057
ACTA2,ACTA2,plasma,PROT,5,0.8917962524653756,0.42525017152276445
ACTN2,ACTN2,plasma,PROT,5,0.6214610890027157,0.6549970927197318
ACTN4,ACTN4,plasma,PROT,5,0.1479106432118727,0.14669712090307613
ACVRL1,ACVRL1,plasma,PROT,5,0.2557090051033224,0.22042873750863512
ACY1,ACY1,plasma,PROT,5,0.2175461074419763,0.5659961074419763
ACY3,ACY3,plasma,PROT,5,0.1085118785077818,0.3683485081591781
ACYP1,ACYP1,plasma,PROT,5,0.2786414629778123,0.5967188359228832
ADA,ADA,plasma,PROT,5,0.1318429137548963,0.19557285266839838
ADA2,ADA2,plasma,PROT,5,0.0148,0.34918879419860477
ADAM12,ADAM12,plasma,PROT,5,-0.0988342476520682,0.1601612635491377
ADAM15,ADAM15,plasma,PROT,5,0.1123559746986297,0.33383799572449413
ADAM22,ADAM22,plasma,PROT,5,-0.0498715295727071,0.2385243419434059
ADAM23,ADAM23,plasma,PROT,5,-0.0738127115880304,0.25681271158803043
ADAM8,ADAM8,plasma,PROT,5,-0.26295,0.4704096515968932
ADAM9,ADAM9,plasma,PROT,5,0.1417967314433941,0.28230765430087007
ADAMTS1,ADAMTS1,plasma,PROT,5,0.0841287851308134,0.2582738918170976
ADAMTS13,ADAMTS13,plasma,PROT,5,-0.2074725671172025,0.3451742124100274
ADAMTS15,ADAMTS15,plasma,PROT,5,0.0658770386410493,0.3730998737293918
ADAMTS4,ADAMTS4,plasma,PROT,5,0.2521,0.3325
ADAMTS8,ADAMTS8,plasma,PROT,5,0.2645279706739288,0.35920306868987356
ADAMTSL2,ADAMTSL2,plasma,PROT,5,0.3577211886607479,0.37209815664986673
ADAMTSL4,ADAMTSL4,plasma,PROT,5,0.4632,0.3592418900722419
ADAMTSL5,ADAMTSL5,plasma,PROT,5,0.388243161677987,0.3511703794010712
ADCYAP1R1,ADCYAP1R1,plasma,PROT,5,-0.1051697098232064,0.20963029017679363
ADD1,ADD1,plasma,PROT,5,0.1490734968713875,0.6219734968713875
ADGRB3,ADGRB3,plasma,PROT,5,-0.0896533947526194,0.1744167078475905
ADGRD1,ADGRD1,plasma,PROT,5,0.5531644837082033,0.46106448370820324
ADGRE1,ADGRE1,plasma,PROT,5,0.0503801845813957,0.4245303231454935
ADGRE2,ADGRE2,plasma,PROT,5,0.3562854246730532,0.4493493308312251
ADGRE5,ADGRE5,plasma,PROT,5,0.3751181280974974,0.42017220442127906
ADGRF5,ADGRF5,plasma,PROT,5,0.54565,0.22928323029600844
ADGRG1,ADGRG1,plasma,PROT,5,0.2240638251745653,0.2580621056476212
ADGRG2,ADGRG2,plasma,PROT,5,0.4125999999999999,0.30965110601608997
ADGRV1,ADGRV1,plasma,PROT,5,0.2925283352283406,1.1025283352283406
ADH1B,ADH1B,plasma,PROT,5,0.1134134787276613,0.7009794564335686
ADH4,ADH4,plasma,PROT,5,-0.0825288138907588,0.8231156312865084
ADM,ADM,plasma,PROT,5,0.1863663132973231,0.1276041633966097
ADRA2A,ADRA2A,plasma,PROT,5,0.0393046233366481,0.8405850594099418
AFAP1,AFAP1,plasma,PROT,5,-0.0482719440012728,0.7137638924672051
AFM,AFM,plasma,PROT,5,0.3476420879383857,0.2188086194663507
AFP,AFP,plasma,PROT,5,0.1078,0.14269246373191807
AGER,AGER,plasma,PROT,5,-0.1295803360521134,0.3236421497332043
AGR2,AGR2,plasma,PROT,5,-0.2202200977803512,0.6700168229805153
AGR3,AGR3,plasma,PROT,5,0.2845880170976301,0.5661106965311027
AGRN,AGRN,plasma,PROT,5,0.1431584305931791,0.25029854618096103
AGRP,AGRP,plasma,PROT,5,0.2642,0.31447425341508206
AGT,AGT,plasma,PROT,5,-0.1954928183146239,0.18122328284699568
AGXT,AGXT,plasma,PROT,5,0.111681256704991,1.0068204637130187
AHCY,AHCY,plasma,PROT,5,0.7922586137285843,0.5811969088006186
AHNAK,AHNAK,plasma,PROT,5,0.2064,0.2958
AHNAK2,AHNAK2,plasma,PROT,5,0.164119071633764,0.2801183084382437
AHSA1,AHSA1,plasma,PROT,5,0.4688974737696024,0.7014681273887369
AHSG,AHSG,plasma,PROT,5,-0.0364832857186581,0.24225125219139532
AHSP,AHSP,plasma,PROT,5,0.1162243754679175,0.8750756245320824
AIDA,AIDA,plasma,PROT,5,0.0633223778670457,0.9191066242056742
AIF1,AIF1,plasma,PROT,5,-0.152542378168369,0.746892378168369
AIF1L,AIF1L,plasma,PROT,5,0.2059,0.2736080728869572
AIFM1,AIFM1,plasma,PROT,5,0.3370959671443528,0.8675633856537561
AK1,AK1,plasma,PROT,5,0.5554460209237189,0.7123605489985613
AK2,AK2,plasma,PROT,5,0.2424614288595178,0.6859825110195036
AKAP12,AKAP12,plasma,PROT,5,-0.0215625321996815,0.21143746780031852
