,analyte_ID,tissue,datatype,timepoint,control_median,control_MAD
A1BG,A1BG,plasma,PROT,4,0.1937,0.2176666213456259
AAMDC,AAMDC,plasma,PROT,4,0.2001,0.217618655193692
AARSD1,AARSD1,plasma,PROT,4,0.4266119742801758,0.5334119742801757
ABCA2,ABCA2,plasma,PROT,4,0.2004480884489257,0.3061459239017792
ABHD14B,ABHD14B,plasma,PROT,4,0.2490070779029182,0.43860582371242884
ABL1,ABL1,plasma,PROT,4,0.3302873933367332,0.4045469073132609
ABO,ABO,plasma,PROT,4,-0.13635,1.1162475115441208
ABRAXAS2,ABRAXAS2,plasma,PROT,4,0.14065,0.4884
ACAA1,ACAA1,plasma,PROT,4,0.2415,0.5781525433131022
ACADM,ACADM,plasma,PROT,4,-0.1255358584144876,0.5295286032437441
ACADSB,ACADSB,plasma,PROT,4,0.1820796373962513,0.8403620958228463
ACAN,ACAN,plasma,PROT,4,-0.0646,0.2539
ACE,ACE,plasma,PROT,4,0.09245,0.20945000000000003
ACE2,ACE2,plasma,PROT,4,0.3050833983567689,0.5309855419319546
ACHE,ACHE,plasma,PROT,4,-0.0445431633779888,0.2232431633779888
ACOT13,ACOT13,plasma,PROT,4,0.0575418666369638,0.895852404067648
ACOX1,ACOX1,plasma,PROT,4,0.0124424306371038,0.3617424306371038
ACP1,ACP1,plasma,PROT,4,0.0401305434612242,0.39066945653877583
ACP5,ACP5,plasma,PROT,4,-0.2414963851745994,0.4605590173768775
ACP6,ACP6,plasma,PROT,4,0.2999865417839347,0.2838453725979976
ACRBP,ACRBP,plasma,PROT,4,0.0523136908286398,0.1474636908286398
ACRV1,ACRV1,plasma,PROT,4,0.1026,0.2912022719345188
ACTA2,ACTA2,plasma,PROT,4,0.5923217536171095,0.5055217536171095
ACTN2,ACTN2,plasma,PROT,4,0.4930685263939109,0.6584507645651141
ACTN4,ACTN4,plasma,PROT,4,0.0638473411923108,0.16285265880768923
ACVRL1,ACVRL1,plasma,PROT,4,0.3638,0.2531459465362084
ACY1,ACY1,plasma,PROT,4,0.1809210955094401,0.4590847690428961
ACY3,ACY3,plasma,PROT,4,0.192,0.5845
ACYP1,ACYP1,plasma,PROT,4,0.2491300131938345,0.4668511184519398
ADA,ADA,plasma,PROT,4,0.065137568449489,0.271437568449489
ADA2,ADA2,plasma,PROT,4,-0.0208,0.42495
ADAM12,ADAM12,plasma,PROT,4,-0.0490097917687741,0.121653403323879
ADAM15,ADAM15,plasma,PROT,4,0.0635792758462353,0.1889455281861177
ADAM22,ADAM22,plasma,PROT,4,-0.0202710027630236,0.2131524618208201
ADAM23,ADAM23,plasma,PROT,4,-0.0421,0.2583
ADAM8,ADAM8,plasma,PROT,4,-0.1777,0.3702434496252855
ADAM9,ADAM9,plasma,PROT,4,0.1830434230732261,0.2870565769267739
ADAMTS1,ADAMTS1,plasma,PROT,4,0.1309550597838992,0.2929449402161008
ADAMTS13,ADAMTS13,plasma,PROT,4,-0.2566624470473282,0.4079949015019495
ADAMTS15,ADAMTS15,plasma,PROT,4,0.1015982998911222,0.38340170010887775
ADAMTS4,ADAMTS4,plasma,PROT,4,0.0271,0.3263133202741478
ADAMTS8,ADAMTS8,plasma,PROT,4,0.0692457479827213,0.3442119783594812
ADAMTSL2,ADAMTSL2,plasma,PROT,4,0.4146237631285774,0.36351718985375736
ADAMTSL4,ADAMTSL4,plasma,PROT,4,0.6118459727485285,0.3626459727485285
ADAMTSL5,ADAMTSL5,plasma,PROT,4,0.2599757274918314,0.3599925417506341
ADCYAP1R1,ADCYAP1R1,plasma,PROT,4,-0.0059646693037444,0.2311967123468571
ADD1,ADD1,plasma,PROT,4,0.1322269113521879,0.5609730886478121
ADGRB3,ADGRB3,plasma,PROT,4,-0.0907673085336852,0.1707774345901453
ADGRD1,ADGRD1,plasma,PROT,4,0.3909,0.5019232688953644
ADGRE1,ADGRE1,plasma,PROT,4,0.0551864191833571,0.3997589670890313
ADGRE2,ADGRE2,plasma,PROT,4,0.3500776230781479,0.5104223769218521
ADGRE5,ADGRE5,plasma,PROT,4,0.3163387492618075,0.43128283887690466
ADGRF5,ADGRF5,plasma,PROT,4,0.4605602497134277,0.2844149420239941
ADGRG1,ADGRG1,plasma,PROT,4,0.2226,0.24635980425712778
ADGRG2,ADGRG2,plasma,PROT,4,0.1184294348005375,0.2453061529065662
ADGRV1,ADGRV1,plasma,PROT,4,0.6998,0.9243649398021729
ADH1B,ADH1B,plasma,PROT,4,-0.0996,0.8190000000000001
