"m.z" "r.t" "p.value" "t.score"
358.29628 3.67315702398483 0.0009765625 0.0411352178
814.53813 12.2523247458168 0.0019531250 0.0000000000
1056.98927 21.7393811083369 0.0019531250 0.0000000000
850.56036 7.46523297334516 0.0009765625 0.7109035705
738.66062 18.845843684782 0.0019531250 0.0000000000
758.62932 17.6912907215723 0.0019531250 0.0961179268
758.62932 18.0689527429452 0.0019531250 0.0000000000
760.64497 17.9993307313395 0.0019531250 0.1841203827
576.29431 3.59203282784882 0.0019531250 -0.2774919029
765.60036 18.7723689624469 0.0019531250 0.1174661036
744.59254 17.5258161752218 0.0019531250 0.2385434671
666.60310 16.3950706417439 0.0019531250 0.0000000000
764.67627 18.9609767038825 0.0019531250 0.0000000000
812.54361 10.7224346048556 0.0019531250 0.0000000000
812.54361 8.69583647723979 0.0019531250 0.0000000000
796.73887 19.7977855137768 0.0019531250 0.0000000000
507.44188 10.2344286229577 0.0009765625 2.6141433904
812.54361 5.61346600504397 0.0019531250 0.0000000000
940.60621 12.272387208172 0.0019531250 2.6694423606
878.58816 12.7629630372409 0.0019531250 0.2368113891
854.53305 8.8617910459713 0.0019531250 0.6756550736
804.51740 9.11919690134941 0.0019531250 -0.3557606289
860.54361 7.08624726430884 0.0019531250 0.2605185201
678.47045 4.03781475879018 0.0019531250 0.0629159287
848.54361 10.047191338987 0.0019531250 0.2516726155
750.50443 6.90835286677073 0.0019531250 0.1793227581
822.56435 8.43735291513157 0.0019531250 0.2476195779
772.51341 6.98020684902401 0.0009765625 0.1211111750
796.51231 6.39891832833015 0.0019531250 0.0000000000
848.61638 11.5896624503375 0.0019531250 0.2501033215
766.50175 8.15633711614708 0.0019531250 0.0000000000
872.58000 10.9374339665835 0.0019531250 0.1711369595
904.60621 15.7121643288585 0.0019531250 0.0000000000
768.55138 8.9843632360349 0.0019531250 0.1672452594
608.52485 12.9131676509597 0.0019531250 0.0000000000
878.56943 7.3036778221345 0.0019531250 0.1761610982
812.54361 5.4848494774895 0.0019531250 0.0000000000
806.72322 19.2355055086854 0.0019531250 0.0000000000
810.71813 18.8814848582909 0.0019531250 0.0000000000
796.66610 15.6209886249695 0.0019531250 0.0000000000
476.27717 1.86263426161962 0.0019531250 0.0000000000
796.66610 15.453594050896 0.0019531250 0.0000000000
796.54629 7.98897680006058 0.0019531250 0.1488271315
763.63876 17.9344687427686 0.0019531250 0.1731318314
884.77017 19.3221372557493 0.0019531250 0.0000000000
886.74943 18.4161279046149 0.0019531250 0.0000000000
888.76508 18.2461233448749 0.0019531250 0.0000000000
888.76508 18.4553307275951 0.0019531250 0.0000000000
593.51395 14.7986388488556 0.0019531250 0.1793186802
893.72048 18.9673373341336 0.0019531250 0.0000000000
682.64966 21.2500256419296 0.0019531250 0.1671942602
692.65514 17.5342247435258 0.0019531250 0.0129223618
660.62892 16.8651646243239 0.0019531250 -0.1177980637
903.74121 26.4223197218448 0.0019531250 0.1063070815
808.66610 15.0654361565242 0.0019531250 0.1554657714
808.66610 15.2926862036791 0.0019531250 0.1795831618
872.77017 17.4569158865644 0.0019531250 -2.2265777475
810.68175 16.368849155244 0.0019531250 -0.1217313459
686.55655 8.93954766289255 0.0019531250 0.0000000000
812.66101 15.4849345277848 0.0019531250 0.6803075221
842.70796 17.694879108752 0.0019531250 0.0000000000
842.70796 17.4882012477371 0.0019531250 0.0000000000
834.75452 19.623617780153 0.0019531250 0.0000000000
672.54090 8.20773676598412 0.0019531250 0.2232172733
800.66101 16.0513020085876 0.0019531250 0.0000000000
824.61638 11.9954974542944 0.0019531250 0.1820104151
848.77017 18.1875551675254 0.0019531250 -0.0733210520
634.61327 17.046546987421 0.0019531250 0.1772542910
634.61327 17.2609706958659 0.0019531250 0.1532325158
843.70723 18.4689944607603 0.0019531250 0.0000000000
862.74943 18.3761521168708 0.0019531250 0.0000000000
845.72288 18.8317151343534 0.0019531250 0.0000000000
634.61327 17.6319395883584 0.0019531250 0.1840339095
864.76508 18.5487957679309 0.0019531250 0.0000000000
