log_fc,ave_expr,t,p_value,adj_p_value,b,uniprot_id
0.30270446769410386,0.024385949409297274,4.776137196850551,4.239559262963563e-06,0.011934359325242432,3.9658506866195564,CD36
0.5056518129322709,-0.015194598217545504,4.380399682593802,2.2228778076161055e-05,0.02280889875115414,2.4907770783740366,GBP1
0.7079592630640452,0.196469186476615,4.324441445623699,2.7875891755669606e-05,0.02280889875115414,2.2898786833285305,MVK
0.23581252588576945,-0.011734940967829269,4.1774171382959935,5.004296834654134e-05,0.02280889875115414,1.771458140521121,FAP
0.4660931923466194,0.026445185065856178,4.113410103920876,6.427583763720079e-05,0.02280889875115414,1.5500967912424262,GATD3
0.3107133967722409,-0.06789067920365993,4.106482704475823,6.603009980101934e-05,0.02280889875115414,1.5262988397426192,CYB5R2
0.3877063689808138,-0.21527974521813062,4.105935332487067,6.617064779129336e-05,0.02280889875115414,1.524419767890798,COL1A1
0.9056862821171301,0.03873476446720645,4.0893167762982285,7.057649806285254e-05,0.02280889875115414,1.4674632103862733,ARF6
0.40822381490044746,0.08316411451695462,4.080864040344719,7.292365497704698e-05,0.02280889875115414,1.4385626301449124,MFGE8
0.3977460224715582,-0.11058259913861589,4.04700288331979,8.309558966337773e-05,0.02339140849024083,1.3232592564161534,HSDL2
0.5648224481126942,0.04311725599219556,3.9623452997776223,0.0001147871270528853,0.028906698536597903,1.0383049478112607,SMAD1
0.2559789190364466,-0.022286675127217843,3.8883650418619524,0.00015162832118525784,0.028906698536597903,0.7932166855749996,CTHRC1
0.5734807154140613,0.1484609698832647,3.8814183482994284,0.00015561375680455316,0.028906698536597903,0.7703929276863608,XIAP
0.3872446271047296,-0.012655663660140499,3.853377308350884,0.00017273665733647558,0.028906698536597903,0.6785958433159749,CCN3
0.5209455882645767,0.15774232522271295,3.8533009341880744,0.00017278564998831277,0.028906698536597903,0.6783465506530995,PDIA4
1.1840340426174067,0.1398716032255534,3.851177087153653,0.00017415335908818974,0.028906698536597903,0.6714157017783293,EIF4E
0.6448495311462223,0.08228092269747347,3.837433696977461,0.00018325550222064287,0.028906698536597903,0.6266406855985114,STAT2
0.3918724730610948,-0.13475182440662747,3.8316757702522093,0.00018720167362671247,0.028906698536597903,0.6079201279460928,TP53I3
0.593020058166428,-0.030706927889777465,3.817910080404863,0.00019696548143962917,0.028906698536597903,0.563256199127828,FDX1
0.6796593935350677,0.2981827908292499,3.790488594247695,0.00021787357369764968,0.028906698536597903,0.47467253651162533,ARHGAP45
0.6983118248882385,-0.5611402285195175,3.783052058099827,0.0002238966716245088,0.028906698536597903,0.450738405662487,CGB3_CGB5_CGB8
0.720959337472383,-0.35773661757447744,3.7806039169268275,0.0002259138073908184,0.028906698536597903,0.44286752657431805,PFDN2
0.4502276031741778,-0.12729851788036847,3.7323167217866695,0.0002694010522854442,0.03297234618189241,0.2884695613761794,SELE
0.5942979593616416,0.1822643577923756,3.7194485545595652,0.0002822635329774818,0.03310716022215047,0.24759683938045018,DCTN2
0.5688127907745515,-0.07416405864030742,3.7008293538804202,0.00030190717272646624,0.0339947476490001,0.18866166800022555,DENR
0.7985300246823093,-0.0266177173504282,3.680244929505533,0.00032512678006934675,0.03520122638058504,0.123788071877593,FGD3
0.5568528433378774,0.0003981984935536579,3.6614276736311995,0.00034782106817545443,0.036263566922737196,0.06474382068232742,ATP6V1F
0.3421413581294285,0.031144364749096362,3.6500840512078634,0.0003622164735426808,0.03641569189366595,0.02927040351499688,CDC26
0.6267394948710953,0.06977931653388604,3.612315838698091,0.00041430697756917516,0.039782285601913936,-0.08818274654013702,GLRX5
0.891148064871032,0.15998007255911934,3.6058081188379454,0.0004239675197362054,0.039782285601913936,-0.10831877259515021,ECHS1
0.3433762518108413,-0.08047907925481254,3.564008842008006,0.0004912659046806574,0.043684208802872306,-0.23693543068089173,FNDC1
0.7871365561489997,0.24661585623170992,3.554930425671285,0.0005071561283689418,0.043684208802872306,-0.2647051379916876,ACADSB
0.41063250209269386,-0.049780977601351,3.552157037967996,0.0005121061777956611,0.043684208802872306,-0.2731768254913991,ANXA2
0.8608180401967658,0.24463546867028657,3.5077673208059754,0.0005977927634297161,0.04600517977812825,-0.4080207768483657,SLA2
0.22516607946137204,-0.10480151871330191,3.5049192552633652,0.0006037270342440447,0.04600517977812825,-0.41662408278132546,PTPRC
0.44877618412591436,0.11116748124733343,3.50445438251289,0.000604700891339601,0.04600517977812825,-0.4180277943177293,FGFBP2
0.5119023699088731,0.05925365699171421,3.495419854462816,0.0006239229679690417,0.04600517977812825,-0.44527716687003416,CEP85
