| independent_var                                                                     | dependent_var                           |         rho |     p_value |   sample_size_N |      FDR |
| Early Second Trimester_heart_rate_-_zone:_fat_burn_-_minutes                        | gest_age_del                            | -0.0702827  | 0.727577    |              27 | 0.99086  |
|                                                                                     | birthweight                             | -0.0970696  | 0.630046    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.103238   | 0.60835     |              27 | 0.99086  |
|                                                                                     | nicu_days                               | -0.25179    | 0.205169    |              27 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.302148   | 0.125579    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.151074   | 0.451936    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.121046   | 0.547556    |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.121046   | 0.547556    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.290509   | 0.141556    |              27 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0907841  | 0.652466    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0279536  | 0.88992     |              27 | 0.994534 |
| Early Second Trimester_heart_rate_-_zone:_out_of_range_-_caloriesout                | gest_age_del                            |  0.111841   | 0.578626    |              27 | 0.99086  |
|                                                                                     | birthweight                             |  0.228938   | 0.250704    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.102919   | 0.609466    |              27 | 0.99086  |
|                                                                                     | nicu_days                               | -0.050358   | 0.803017    |              27 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.151074   | 0.451936    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.075537   | 0.708059    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.413572   | 0.0320042   |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.413572   | 0.0320042   |              27 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.127098   | 0.527557    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0181568  | 0.928376    |              27 | 0.994534 |
|                                                                                     | apgar_5                                 | -0.00990762 | 0.960882    |              27 | 0.995996 |
| Early Second Trimester_heart_rate_-_zone:_out_of_range_-_max                        | accelerated_villous_maturation          | -0.474095   | 0.0124794   |              27 | 0.870972 |
|                                                                                     | increased_syncytial_knots               | -0.474095   | 0.0124794   |              27 | 0.870972 |
|                                                                                     | gest_age_del                            |  0.0840337  | 0.676877    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.097485   | 0.628576    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.132337   | 0.510531    |              27 | 0.99086  |
|                                                                                     | nicu_days                               | -0.276969   | 0.16193     |              27 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.176253   | 0.379177    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.201432   | 0.313685    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.381293   | 0.0497202   |              27 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0363137  | 0.857293    |              27 | 0.99086  |
|                                                                                     | birthweight                             | -0.001221   | 0.995177    |              27 | 1        |
| Early Second Trimester_heart_rate_-_zone:_out_of_range_-_minutes                    | gest_age_del                            |  0.0809779  | 0.688035    |              27 | 0.99086  |
|                                                                                     | birthweight                             |  0.131868   | 0.512045    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.122416   | 0.542998    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0396305  | 0.844408    |              27 | 0.99086  |
|                                                                                     | nicu_days                               |  0.226611   | 0.255684    |              27 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.302148   | 0.125579    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.226611   | 0.255684    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.171481   | 0.392418    |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.171481   | 0.392418    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.363137   | 0.0626374   |              27 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0726273  | 0.718846    |              27 | 0.99086  |
| Early Second Trimester_heart_rate_-_zone:_peak_-_caloriesout                        | gest_age_del                            |  0.118944   | 0.55458     |              27 | 0.99086  |
|                                                                                     | birthweight                             | -0.18174    | 0.364273    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.051524   | 0.798548    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0858587  | 0.670245    |              27 | 0.99086  |
|                                                                                     | nicu_days                               | -0.155568   | 0.438434    |              27 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.155568   | 0.438434    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.197996   | 0.322184    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.220964   | 0.268037    |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.220964   | 0.268037    |              27 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.224364   | 0.260555    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.030595   | 0.87959     |              27 | 0.993931 |
| Early Second Trimester_heart_rate_-_zone:_peak_-_min                                | gest_age_del                            | -0.0563876  | 0.779971    |              27 | 0.99086  |
|                                                                                     | birthweight                             | -0.172187   | 0.390442    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0610573  | 0.762246    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.204553   | 0.306087    |              27 | 0.99086  |
|                                                                                     | nicu_days                               |  0.125914   | 0.53144     |              27 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.251828   | 0.205098    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.151097   | 0.451866    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.216906   | 0.277148    |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.216906   | 0.277148    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.127117   | 0.527494    |              27 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.217915   | 0.274864    |              27 | 0.99086  |
| Early Second Trimester_heart_rate_-_zone:_peak_-_minutes                            | gest_age_del                            |  0.167689   | 0.403126    |              27 | 0.99086  |
|                                                                                     | birthweight                             | -0.144707   | 0.471438    |              27 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.120838   | 0.548247    |              27 | 0.99086  |
|                                                                                     | nicu_days                               | -0.155568   | 0.438434    |              27 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.155568   | 0.438434    |              27 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0848553  | 0.673888    |              27 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.26629    | 0.179401    |              27 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.26629    | 0.179401    |              27 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0509917  | 0.800587    |              27 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.224364   | 0.260555    |              27 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0159778  | 0.936954    |              27 | 0.994534 |
| Early Second Trimester_sleep_-_summary_-_stages_-_deep                              | gest_age_del                            |  0.0440595  | 0.841782    |              23 | 0.99086  |
|                                                                                     | birthweight                             |  0.0770941  | 0.726614    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0352033  | 0.873304    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.289271   | 0.180648    |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.255883   | 0.238603    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.290887   | 0.178114    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.201456   | 0.356649    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.162835   | 0.457872    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.192847   | 0.377991    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.00478757 | 0.982703    |              23 | 1        |
| Early Second Trimester_sleep_-_summary_-_stages_-_light                             | gest_age_del                            | -0.162872   | 0.457769    |              23 | 0.99086  |
|                                                                                     | birthweight                             | -0.109217   | 0.61985     |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.320767   | 0.135616    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.273306   | 0.207012    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.160706   | 0.463851    |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0465242  | 0.833049    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.348932   | 0.102709    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0268608  | 0.90317     |              23 | 0.994534 |
|                                                                                     | accelerated_villous_maturation          | -0.0132221  | 0.952253    |              23 | 0.994694 |
| Early Second Trimester_sleep_-_summary_-_stages_-_rem                               | gest_age_del                            | -0.0930695  | 0.672753    |              23 | 0.99086  |
|                                                                                     | birthweight                             |  0.0573264  | 0.795011    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.124477   | 0.57147     |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.288027   | 0.182614    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.118999   | 0.588644    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0697863  | 0.751695    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.128565   | 0.558799    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.0321412  | 0.884249    |              23 | 0.994534 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0232621  | 0.916095    |              23 | 0.994534 |
|                                                                                     | increased_syncytial_knots               |  0          | 1           |              23 | 1        |
| Early Second Trimester_sleep_-_summary_-_stages_-_wake                              | gest_age_del                            | -0.268812   | 0.214875    |              23 | 0.99086  |
|                                                                                     | birthweight                             | -0.0943909  | 0.668362    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0989431  | 0.653318    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.151054   | 0.491455    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.198332   | 0.36431     |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.188025   | 0.390257    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0465242  | 0.833049    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0964237  | 0.661629    |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0232621  | 0.916095    |              23 | 0.994534 |
| Early Second Trimester_sleep_-_summary_-_total_minutes_asleep                       | gest_age_del                            |  0.0752477  | 0.732927    |              23 | 0.99086  |
|                                                                                     | birthweight                             |  0.111193   | 0.61349     |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.203764   | 0.351048    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.135693   | 0.537014    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.289271   | 0.180648    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.118999   | 0.588644    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0940127  | 0.669618    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.302407   | 0.160763    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0          | 1           |              23 | 1        |
| Early Second Trimester_sleep_-_summary_-_total_sleep_records                        | apgar_5                                 | -0.558271   | 0.00563198  |              23 | 0.773946 |
|                                                                                     | gest_age_del                            |  0.185195   | 0.39756     |              23 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.248168   | 0.253548    |              23 | 0.99086  |
|                                                                                     | nicu_days                               |  0.128597   | 0.558701    |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.139607   | 0.525221    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.152092   | 0.488448    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0698036  | 0.751635    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0335843  | 0.879088    |              23 | 0.993931 |
|                                                                                     | birthweight                             | -0.017301   | 0.937549    |              23 | 0.994534 |
|                                                                                     | chorangiosis                            |  0.0321492  | 0.884221    |              23 | 0.994534 |
| Early Second Trimester_sleep_-_summary_-_total_time_in_bed                          | birthweight                             |  0.086978   | 0.693124    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.200069   | 0.360039    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.10177    | 0.644042    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.321412   | 0.134787    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.198332   | 0.36431     |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.174595   | 0.425578    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.255883   | 0.238603    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | gest_age_del                            |  0.0242575  | 0.912518    |              23 | 0.994534 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0232621  | 0.916095    |              23 | 0.994534 |
| Early Second Trimester_sleep_summary_total_minutes_asleep                           | gest_age_del                            |  0.0752477  | 0.732927    |              23 | 0.99086  |
|                                                                                     | birthweight                             |  0.111193   | 0.61349     |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.203764   | 0.351048    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.135693   | 0.537014    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.289271   | 0.180648    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.118999   | 0.588644    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0940127  | 0.669618    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.302407   | 0.160763    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0          | 1           |              23 | 1        |
| First Trimester_activities_-_goals_-_activeminutes                                  | gest_age_del                            | -0.204493   | 0.261573    |              32 | 0.99086  |
|                                                                                     | birthweight                             | -0.184831   | 0.311192    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.194504   | 0.286091    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.103602   | 0.572573    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0322581  | 0.860872    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0322581  | 0.860872    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.129989   | 0.478269    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.12109    | 0.509144    |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0322581  | 0.860872    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0322581  | 0.860872    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0463739  | 0.801019    |              32 | 0.99086  |
| First Trimester_activities_-_goals_-_caloriesout                                    | gest_age_del                            | -0.28051    | 0.119926    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.118845   | 0.517087    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0800526  | 0.663179    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.106998   | 0.559983    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0875436  | 0.633765    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0890834  | 0.627784    |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.126452   | 0.490423    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0291812  | 0.874032    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.181786   | 0.319371    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.021908   | 0.905264    |              32 | 0.994534 |
|                                                                                     | birthweight                             | -0.00495004 | 0.978549    |              32 | 1        |
| First Trimester_activities_-_goals_-_distance                                       | apgar_1                                 | -0.408181   | 0.020384    |              32 | 0.974663 |
|                                                                                     | birthweight                             | -0.250081   | 0.167452    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.217416   | 0.231962    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0676958  | 0.712775    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0676958  | 0.712775    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.272791   | 0.130902    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.254116   | 0.160479    |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0676958  | 0.712775    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0676958  | 0.712775    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0973188  | 0.596198    |              32 | 0.99086  |
|                                                                                     | gest_age_del                            |  0.0108563  | 0.952975    |              32 | 0.994694 |
| First Trimester_activities_-_goals_-_steps                                          | placental_infarction                    | -0.414452   | 0.0183544   |              32 | 0.974663 |
|                                                                                     | gest_age_del                            |  0.397848   | 0.0241315   |              32 | 0.99086  |
|                                                                                     | birthweight                             |  0.243101   | 0.180021    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.190486   | 0.296355    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0571658  | 0.755978    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0942375  | 0.607935    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.118024   | 0.520007    |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0571658  | 0.755978    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0571658  | 0.755978    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.359542   | 0.0432682   |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.00127498 | 0.994474    |              32 | 1        |
| First Trimester_activities_-_summary_-_activitycalories                             | gest_age_del                            | -0.086797   | 0.636672    |              32 | 0.99086  |
|                                                                                     | birthweight                             |  0.0493126  | 0.788685    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.139668   | 0.445822    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.145893   | 0.425605    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.223702   | 0.218408    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.217343   | 0.232121    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.116832   | 0.52426     |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.145893   | 0.425605    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.20425    | 0.262155    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0208248  | 0.909929    |              32 | 0.994534 |
|                                                                                     | chorangiosis                            |  0          | 1           |              32 | 1        |
| First Trimester_activities_-_summary_-_caloriesbmr                                  | gest_age_del                            | -0.298743   | 0.0967364   |              32 | 0.99086  |
|                                                                                     | birthweight                             |  0.0511457  | 0.781016    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.165712   | 0.364724    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0583528  | 0.751069    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.0680832  | 0.711201    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.20425    | 0.262155    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.0463191  | 0.801249    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.043812   | 0.81181     |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.184797   | 0.311282    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.237698   | 0.190197    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.00972617 | 0.957866    |              32 | 0.995996 |
| First Trimester_activities_-_summary_-_caloriesout                                  | gest_age_del                            | -0.182035   | 0.318696    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.236125   | 0.193235    |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.10651    | 0.561783    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0291785  | 0.874043    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.165345   | 0.365801    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.195965   | 0.282416    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.138738   | 0.448889    |              32 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.184797   | 0.311282    |              32 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.106988   | 0.560019    |              32 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0978758  | 0.594087    |              32 | 0.99086  |
|                                                                                     | birthweight                             |  0.00458295 | 0.98014     |              32 | 1        |
| First Trimester_activities_-_summary_-_fairlyactiveminutes                          | birthweight                             |  0.0617838  | 0.736933    |              32 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.196692   | 0.2806      |              32 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.13776    | 0.452124    |              32 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.106998   | 0.559983    |              32 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.16536    | 0.365757    |              32 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.156787   | 0.391472    |              32 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.120494   | 0.511247    |              32 | 0.99086  |
