| independent_var                                                                     | dependent_var                           |         rho |     p_value |   sample_size_N |      FDR |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.308235   | 0.152453    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.256862   | 0.236749    |              23 | 0.99086  |
|                                                                                     | birthweight                             | -0.00436446 | 0.984232    |              23 | 1        |
| Late Second and Early Third Trimester_sleep_-_summary_-_stages_-_deep               | gest_age_del                            | -0.0625237  | 0.793425    |              20 | 0.99086  |
|                                                                                     | birthweight                             | -0.0729598  | 0.759845    |              20 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.251349   | 0.285083    |              20 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.278843   | 0.23384     |              20 | 0.99086  |
|                                                                                     | nicu_days                               |  0.0994643  | 0.676522    |              20 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.289037   | 0.216469    |              20 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.270158   | 0.249333    |              20 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.300897   | 0.197353    |              20 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.258607   | 0.270931    |              20 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0289037  | 0.903721    |              20 | 0.994534 |
| Late Second and Early Third Trimester_sleep_-_summary_-_stages_-_light              | gest_age_del                            |  0.323918   | 0.16355     |              20 | 0.99086  |
|                                                                                     | birthweight                             |  0.416698   | 0.0675942   |              20 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.192592   | 0.415932    |              20 | 0.99086  |
|                                                                                     | nicu_days                               | -0.13925    | 0.558204    |              20 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.289037   | 0.216469    |              20 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.113292   | 0.63438     |              20 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0707992  | 0.766765    |              20 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.115615   | 0.627403    |              20 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.377964   | 0.100366    |              20 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0197761  | 0.934047    |              20 | 0.994534 |
| Late Second and Early Third Trimester_sleep_-_summary_-_stages_-_rem                | gest_age_del                            |  0.166479   | 0.482994    |              20 | 0.99086  |
|                                                                                     | birthweight                             |  0.40692    | 0.074977    |              20 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0954801  | 0.688845    |              20 | 0.99086  |
|                                                                                     | nicu_days                               | -0.179036   | 0.450098    |              20 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.115615   | 0.627403    |              20 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0530994  | 0.824054    |              20 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.086711   | 0.716231    |              20 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.218822   | 0.353983    |              20 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0148321  | 0.950513    |              20 | 0.994534 |
|                                                                                     | accelerated_villous_maturation          |  0.0261443  | 0.912877    |              20 | 0.994534 |
| Late Second and Early Third Trimester_sleep_-_summary_-_stages_-_wake               | gest_age_del                            |  0.243315   | 0.30127     |              20 | 0.99086  |
|                                                                                     | birthweight                             |  0.294848   | 0.206957    |              20 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.149341   | 0.529737    |              20 | 0.99086  |
|                                                                                     | nicu_days                               | -0.338179   | 0.144737    |              20 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.086711   | 0.716231    |              20 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.252729   | 0.282359    |              20 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.318597   | 0.170982    |              20 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.144518   | 0.543257    |              20 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.258607   | 0.270931    |              20 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0128545  | 0.957105    |              20 | 0.995996 |
| Late Second and Early Third Trimester_sleep_-_summary_-_total_minutes_asleep        | gest_age_del                            |  0.278682   | 0.247948    |              19 | 0.99086  |
|                                                                                     | birthweight                             |  0.359807   | 0.130256    |              19 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0736452  | 0.764463    |              19 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.216298   | 0.373783    |              19 | 0.99086  |
|                                                                                     | nicu_days                               | -0.258199   | 0.285842    |              19 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.344423   | 0.148737    |              19 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.11547    | 0.637832    |              19 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0778499  | 0.751408    |              19 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.387298   | 0.101368    |              19 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0313112  | 0.898745    |              19 | 0.994534 |
| Late Second and Early Third Trimester_sleep_-_summary_-_total_sleep_records         | apgar_5                                 | -0.538717   | 0.0173208   |              19 | 0.974663 |
|                                                                                     | gest_age_del                            |  0.222076   | 0.360836    |              19 | 0.99086  |
|                                                                                     | birthweight                             | -0.151449   | 0.53597     |              19 | 0.99086  |
|                                                                                     | nicu_days                               | -0.21526    | 0.376136    |              19 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.156625   | 0.521955    |              19 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.154028   | 0.528966    |              19 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.038942   | 0.874236    |              19 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0469874  | 0.848515    |              19 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.344416   | 0.148746    |              19 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0151133  | 0.951034    |              19 | 0.994534 |
| Late Second and Early Third Trimester_sleep_-_summary_-_total_time_in_bed           | gest_age_del                            |  0.239121   | 0.324159    |              19 | 0.99086  |
|                                                                                     | birthweight                             |  0.302764   | 0.207687    |              19 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0878078  | 0.720753    |              19 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.218563   | 0.368677    |              19 | 0.99086  |
|                                                                                     | nicu_days                               | -0.301232   | 0.210111    |              19 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.25049    | 0.300976    |              19 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.03849    | 0.875685    |              19 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0939336  | 0.702092    |              19 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.387298   | 0.101368    |              19 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0194625  | 0.936967    |              19 | 0.994534 |
| Late Second and Early Third Trimester_sleep_summary_total_minutes_asleep            | gest_age_del                            |  0.278682   | 0.247948    |              19 | 0.99086  |
|                                                                                     | birthweight                             |  0.359807   | 0.130256    |              19 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0736452  | 0.764463    |              19 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.216298   | 0.373783    |              19 | 0.99086  |
|                                                                                     | nicu_days                               | -0.258199   | 0.285842    |              19 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.344423   | 0.148737    |              19 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.11547    | 0.637832    |              19 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0778499  | 0.751408    |              19 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.387298   | 0.101368    |              19 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0313112  | 0.898745    |              19 | 0.994534 |
| Late Third Trimester_activities_-_goals_-_activeminutes                             | gest_age_del                            | -0.196181   | 0.358224    |              24 | 0.99086  |
|                                                                                     | birthweight                             | -0.19584    | 0.359079    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.207748   | 0.330006    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0938467  | 0.66271     |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0628695  | 0.770407    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.147442   | 0.49175     |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.133801   | 0.53308     |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0434783  | 0.840133    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0628695  | 0.770407    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0628695  | 0.770407    |              24 | 0.99086  |
| Late Third Trimester_activities_-_goals_-_caloriesout                               | birthweight                             |  0.101415   | 0.637266    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.288576   | 0.17145     |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.230476   | 0.27859     |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0653927  | 0.761447    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.16614    | 0.43782     |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.112663   | 0.60018     |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.0452233  | 0.833802    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.130785   | 0.542433    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0871903  | 0.685394    |              24 | 0.99086  |
|                                                                                     | gest_age_del                            | -0.0261609  | 0.903421    |              24 | 0.994534 |
| Late Third Trimester_activities_-_goals_-_distance                                  | gest_age_del                            |  0.185144   | 0.386423    |              24 | 0.99086  |
|                                                                                     | birthweight                             | -0.214956   | 0.313117    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.443266   | 0.0300473   |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.200239   | 0.348169    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.134143   | 0.532025    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.314594   | 0.134334    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.285489   | 0.176284    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0927686  | 0.666365    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.134143   | 0.532025    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.134143   | 0.532025    |              24 | 0.99086  |
| Late Third Trimester_activities_-_goals_-_steps                                     | gest_age_del                            |  0.509973   | 0.0109011   |              24 | 0.870972 |
|                                                                                     | birthweight                             |  0.22483    | 0.290859    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.262221   | 0.215776    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0973175  | 0.650994    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0920394  | 0.668842    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0636511  | 0.767628    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0920394  | 0.668842    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.398837   | 0.0535364   |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.0269814  | 0.900407    |              24 | 0.994534 |
|                                                                                     | increased_syncytial_knots               |  0          | 1           |              24 | 1        |
| Late Third Trimester_activities_-_summary_-_activitycalories                        | gest_age_del                            |  0.217818   | 0.306561    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.128724   | 0.548871    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.152697   | 0.476268    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0904847  | 0.674133    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.229839   | 0.279957    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0993218  | 0.644264    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.108893   | 0.612508    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0653359  | 0.761649    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0217786  | 0.919543    |              24 | 0.994534 |
|                                                                                     | delayed_villous_maturation              | -0.0150613  | 0.944313    |              24 | 0.994534 |
| Late Third Trimester_activities_-_summary_-_caloriesbmr                             | gest_age_del                            | -0.104793   | 0.626032    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.108743   | 0.613001    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0707235  | 0.742618    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.217834   | 0.306526    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.0702439  | 0.744306    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0794747  | 0.71202     |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.225969   | 0.288358    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.239617   | 0.25943     |              24 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.2614     | 0.217269    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.015919   | 0.941147    |              24 | 0.994534 |
| Late Third Trimester_activities_-_summary_-_caloriesout                             | birthweight                             |  0.0513155  | 0.81178     |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0885734  | 0.680658    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.140457   | 0.512711    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.0753066  | 0.726543    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.196008   | 0.358659    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0435572  | 0.839846    |              24 | 0.99086  |
|                                                                                     | gest_age_del                            |  0.0148116  | 0.945235    |              24 | 0.994534 |
|                                                                                     | apgar_5                                 | -0.0303422  | 0.888073    |              24 | 0.994534 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0217786  | 0.919543    |              24 | 0.994534 |
|                                                                                     | increased_syncytial_knots               | -0.00662145 | 0.975503    |              24 | 1        |
| Late Third Trimester_activities_-_summary_-_fairlyactiveminutes                     | gest_age_del                            |  0.347068   | 0.096588    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.216322   | 0.309977    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0734137  | 0.733169    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.261571   | 0.216958    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.204479   | 0.337839    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0728994  | 0.734973    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.226116   | 0.288035    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.108988   | 0.612196    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0871903  | 0.685394    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0135574  | 0.949866    |              24 | 0.994534 |
| Late Third Trimester_activities_-_summary_-_lightlyactiveminutes                    | gest_age_del                            |  0.268787   | 0.204079    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.0739291  | 0.731363    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0747718  | 0.728413    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0653359  | 0.761649    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.370297   | 0.0748849   |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.231751   | 0.275866    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.22592    | 0.288466    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0653359  | 0.761649    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.130672   | 0.542788    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0143009  | 0.947121    |              24 | 0.994534 |
| Late Third Trimester_activities_-_summary_-_marginalcalories                        | gest_age_del                            |  0.21259    | 0.3186      |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.125245   | 0.559813    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.160078   | 0.454947    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0953611  | 0.657588    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0871145  | 0.685654    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.191533   | 0.369951    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0595931  | 0.782083    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.105429   | 0.623926    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0871145  | 0.685654    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0435572  | 0.839846    |              24 | 0.99086  |
| Late Third Trimester_activities_-_summary_-_sedentaryminutes                        | gest_age_del                            | -0.108038   | 0.61532     |              24 | 0.99086  |
|                                                                                     | birthweight                             | -0.120461   | 0.575015    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.131015   | 0.54172     |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0444296  | 0.83668     |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0871145  | 0.685654    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0510754  | 0.812646    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.112565   | 0.600499    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.0753066  | 0.726543    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.196008   | 0.358659    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.108893   | 0.612508    |              24 | 0.99086  |
| Late Third Trimester_activities_-_summary_-_steps                                   | gest_age_del                            |  0.276629   | 0.190682    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.0604479  | 0.779032    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0627395  | 0.770869    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0872337  | 0.685245    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0435572  | 0.839846    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.153226   | 0.474722    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0753066  | 0.726543    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0653359  | 0.761649    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.174229   | 0.415511    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0198644  | 0.926596    |              24 | 0.994534 |
| Late Third Trimester_activities_-_summary_-_totaldistances                          | gest_age_del                            |  0.375518   | 0.0705621   |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.23092    | 0.27764     |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0373669  | 0.862378    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.171758   | 0.422257    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.108893   | 0.612508    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.229839   | 0.279957    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0993218  | 0.644264    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.135552   | 0.527687    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0435572  | 0.839846    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.174229   | 0.415511    |              24 | 0.99086  |
| Late Third Trimester_activities_-_summary_-_veryactiveminutes                       | gest_age_del                            |  0.179      | 0.402651    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.0708217  | 0.742273    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0466985  | 0.828458    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0982175  | 0.647969    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.0895769  | 0.677229    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.22562    | 0.289122    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.301883   | 0.151666    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0436522  | 0.839501    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.196435   | 0.35759     |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0265837  | 0.901868    |              24 | 0.994534 |
| Late Third Trimester_activities_summary_steps                                       | gest_age_del                            |  0.276629   | 0.190682    |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.0604479  | 0.779032    |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0627395  | 0.770869    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0872337  | 0.685245    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0435572  | 0.839846    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.153226   | 0.474722    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0753066  | 0.726543    |              24 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0653359  | 0.761649    |              24 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.174229   | 0.415511    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0198644  | 0.926596    |              24 | 0.994534 |
| Late Third Trimester_activities_summary_totaldistances                              | gest_age_del                            |  0.375518   | 0.0705621   |              24 | 0.99086  |
|                                                                                     | birthweight                             |  0.23092    | 0.27764     |              24 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0373669  | 0.862378    |              24 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.171758   | 0.422257    |              24 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.108893   | 0.612508    |              24 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.229839   | 0.279957    |              24 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0993218  | 0.644264    |              24 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.135552   | 0.527687    |              24 | 0.99086  |
